danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
0.803,0.913,8,-4.235,0.0377,0.00234,0.0412,0.338,0.932,113.059,6FNzGOfb27z0xahzEHv9si,4
0.761,0.947,8,-4.47,0.0634,0.0824,0.0,0.0829,0.822,111.991,7BrWFGg6iIfSVDO7IVKAbN,4
0.816,0.886,10,-2.86,0.18,0.0216,1.09e-06,0.0993,0.823,108.045,0bjz3D1sw6AoSGhhKzikbt,4
0.604,0.99,1,-2.217,0.0372,0.0128,0.0,0.373,0.801,140.002,4EpwZakcikSrgDCqcLXAok,4
0.807,0.715,0,-8.544,0.0703,0.185,0.0,0.0702,0.531,126.075,4QyJ9NbwZSXu9wcQpHiwqP,4
0.64,0.941,9,-4.98,0.0604,0.0114,2.82e-06,0.492,0.646,115.977,0WI4YqBDb79uzP6w0wTYfP,4
0.763,0.822,7,-4.931,0.0344,0.209,0.00253,0.139,0.879,102.988,6PxV0qSZZ4Wv4mtv4UcKWo,4
0.808,0.888,5,-4.019,0.0504,0.0359,0.0,0.283,0.946,112.059,5PmzpRLsWoWhgjpFZ6Hh9i,4
0.727,0.84,8,-4.293,0.0964,0.114,0.0,0.0621,0.807,102.993,4RtHEggWfFWknuAsRdkyku,4
0.656,0.977,10,-5.155,0.0573,0.0042,0.0,0.842,0.309,115.022,6Oy1lOvrRblOf8hgRP0KYD,4
0.722,0.88,9,-2.598,0.031,0.229,0.0,0.231,0.802,112.03,3tdjYReotb6TUeDNUl3bRV,4
0.688,0.731,2,-7.142,0.0591,0.331,2.95e-06,0.0689,0.728,90.074,7L4fxoCYiWzFWepXU3yv9m,4
0.835,0.934,1,-1.258,0.0431,0.125,0.000501,0.222,0.811,124.98,4vLqN0bIxIQjlet2mIMBnx,4
0.632,0.709,10,-3.306,0.25,0.0165,0.0,0.0817,0.633,177.991,33dU6vAuJLgSIDXcOPFKqf,4
0.641,0.645,0,-6.54,0.0366,0.136,0.000145,0.145,0.546,90.027,3Hyl7YrOtBcnh1geON2kSO,4
0.741,0.933,1,-1.709,0.0439,0.00909,0.0,0.262,0.757,109.995,5AjjiajghftDZd5qO5YRCQ,4
0.872,0.751,1,-4.234,0.0582,0.0156,1.29e-05,0.0442,0.632,110.032,6HW5rmg4NtHTWQExmbh9Wa,4
0.771,0.973,0,-2.021,0.049,0.0627,4.97e-06,0.192,0.705,118.989,0ijms7rWvEqB7TIIE3kCbG,4
0.738,0.919,7,-4.126,0.0442,0.164,0.0,0.0712,0.866,110.049,7sQaZvlFFqlBsObK8A3y0S,4
0.891,0.656,6,-7.033,0.164,0.0494,0.0,0.274,0.823,104.002,0c8ia5g3W4SvtH1Urf7w2m,4
0.751,0.675,5,-8.33,0.0482,0.0407,0.0,0.306,0.685,125.029,6UF4dbXnxEL2kTKDoGAUS8,4
0.706,0.698,8,-3.87,0.0447,0.524,0.0,0.236,0.595,95.988,7ox3wrRvfAhYJ20H23KkhZ,4
0.722,0.655,8,-2.714,0.068,0.0683,0.00326,0.041,0.739,81.022,0TpJgjTSFekS05ZyQFIUzp,4
0.9,0.74,11,-5.108,0.0754,0.161,1.38e-06,0.155,0.946,130.958,5R9cUtY574Wd6olnaJG6sQ,4
0.687,0.914,6,-5.02,0.0437,0.166,0.0,0.0858,0.675,126.001,1L4d2lafz1odpIMe8va21X,4
0.88,0.695,1,-5.87,0.052,0.0192,0.00972,0.0515,0.963,139.981,34ur063WdATV4hGzCeEAsx,4
0.781,0.849,6,-5.644,0.0568,0.159,0.0,0.93,0.665,124.986,54SpjxPioot7g7hVfbrXHh,4
0.792,0.924,6,-6.866,0.0327,0.104,0.000224,0.336,0.968,127.003,2UuKZDzjZ7cVMOvpmuAMYj,4
0.753,0.808,1,-3.264,0.0812,0.000252,0.000194,0.0371,0.603,110.856,3AmxvnqctdvnJnyNPaHTbv,4
0.565,0.783,0,-2.348,0.256,0.0138,0.0,0.434,0.832,196.565,0B7QAF2ByMFCp1Ls5ov6R7,4
0.665,0.866,7,-3.81,0.056,0.223,0.0,0.373,0.455,128.041,69QlYqNJeZG14R4an2aoJv,4
0.687,0.851,2,-3.986,0.111,0.0358,0.0,0.153,0.479,128.01,7n8mDoVNjR0WtD1kw4nT1F,4
0.724,0.792,1,-2.219,0.084,0.149,1.84e-06,0.11,0.58,100.009,3lezH4ocsAaxqVGL8E0pS4,4
0.691,0.825,1,-3.929,0.033,0.253,0.0,0.339,0.587,124.876,5liz7gUkM2OPy8TIDqVa1F,4
0.75,0.944,6,-2.635,0.0455,0.0261,0.0,0.416,0.921,128.015,4yHrnHRkY8ZEZUHPdsRno2,4
0.824,0.95,5,-4.163,0.0308,0.00974,0.000118,0.199,0.97,128.031,5YmdSZOeb1CZW1AbP6c9EG,4
0.752,0.75,2,-3.702,0.068,0.243,0.0,0.296,0.788,105.001,7wqBDFp7JZfWp3aPaC4gHQ,4
0.652,0.901,0,-2.979,0.0678,0.0678,0.0,0.0765,0.799,99.933,2s92cRmjW0GoGjjpExkAUQ,4
0.65,0.79,10,-4.482,0.0294,0.0813,0.0,0.311,0.387,108.939,5m2tbM2w8mG76uwFgla2iF,4
0.803,0.688,2,-4.947,0.0448,0.00339,0.0608,0.289,0.31,119.992,4eIyItvPfLiRpBsvk81voz,4
0.828,0.898,0,-2.429,0.042,0.0633,0.0,0.0758,0.914,113.948,4vfyrKuMEL6tAo65jMALsy,4
0.837,0.825,11,-1.555,0.0465,0.02,0.0,0.302,0.495,117.034,1ru2r3r1Njis2C4IbGzgfS,4
0.781,0.991,4,-1.502,0.069,0.0589,0.00104,0.125,0.805,126.063,4OqRMlyNvV36bP1DtJFp4t,4
0.706,0.972,11,-2.359,0.0352,0.0226,2.57e-06,0.267,0.962,129.946,5w18nowVMRZrC5Na9Vxoth,4
0.712,0.881,6,-5.362,0.036,0.0784,3.38e-06,0.215,0.821,125.989,4sKAJE5FVYmltDGtmrG1c6,4
0.738,0.889,11,-3.019,0.073,0.185,0.0,0.0661,0.914,115.041,13xfTHyEclnBd7XAS1P5Er,4
0.873,0.711,0,-2.937,0.0394,0.0279,5.55e-06,0.0756,0.81,125.011,2NAT52rmZWuQWv3F3SolId,4
0.729,0.669,0,-4.73,0.0347,0.122,0.0,0.129,0.707,133.943,2NO4CA2TFvhGeg7XMz8PmT,4
0.583,0.956,10,-4.117,0.119,0.0296,0.0,0.434,0.436,130.018,2A65huw8J22uleZ89cx8Es,4
0.738,0.664,10,-6.431,0.121,0.56,0.0,0.0826,0.543,90.012,06usPBPClkSkpEn51nOUbg,4
0.783,0.875,8,-4.486,0.0663,0.0172,0.0225,0.217,0.385,103.953,3mBNDtEiA1bLDYro9glUR5,4
0.81,0.905,11,-7.415,0.0342,0.058,3.17e-06,0.149,0.908,117.011,4EKS4BdlS8yL7iMbE8G35Z,4
0.8,0.753,7,-6.688,0.159,0.0837,1.34e-06,0.0831,0.566,119.984,6ZiUqGTo40Xl0DqePb3eZd,4
0.717,0.789,5,-3.586,0.076,0.0316,0.0,0.0978,0.761,127.98,1tYpbWzCSZjWz6tZxVbyzC,4
0.64,0.954,3,-3.153,0.0367,0.0632,0.0,0.387,0.809,138.05,66Ea5DkLH0Ok6wR2zuqZcM,4
0.604,0.923,5,-2.417,0.24,0.0545,0.0,0.0882,0.923,194.006,3TizzRfLv29Iv3wUgCSQ77,4
0.756,0.806,0,-3.867,0.0428,0.225,0.0,0.104,0.742,109.956,3fB6z972xZddHD2SBKYCMc,4
0.709,0.639,10,-7.063,0.0399,0.00244,0.0697,0.0865,0.439,135.013,5vCXnSlbAEkuJ3w2O0ALan,4
0.588,0.966,6,-2.382,0.0982,0.0898,0.0,0.0524,0.181,93.976,3qD6JLux32D32vIfTpTwGM,4
0.836,0.919,1,-2.048,0.136,0.0751,0.0,0.191,0.872,101.927,1h5o1bj7HccZOYZWY5OXEE,4
0.574,0.772,2,-3.093,0.03,0.207,0.0,0.151,0.543,136.857,0QqKvFZeDz117QeOJiZqpl,4
0.68,0.949,5,-2.836,0.039,0.0151,3.62e-05,0.0433,0.555,107.988,7lrLDy8ZYL5KLx2Z9GZTaP,4
0.627,0.841,5,-3.398,0.0287,0.0708,0.0,0.128,0.274,132.052,5DM5iNhImOgjBW3c5OgYLn,4
0.722,0.72,6,-3.531,0.0404,0.403,0.0,0.0578,0.548,129.961,2Vs5y1cLMIbZHUy3E3dhS9,4
0.789,0.881,1,-4.049,0.0483,0.0683,0.00071,0.0687,0.894,124.979,7rWRuFyvRqMlUh8rUTuWqb,4
0.699,0.908,7,-2.108,0.0334,0.0531,0.0,0.116,0.6,108.023,24Gy6lVtCd8nOL2vzZiFyV,4
0.703,0.773,10,-3.529,0.0629,0.0186,0.0,0.279,0.392,95.007,1NcsCToPRUh9AI6ua83jAm,4
0.635,0.894,2,-2.995,0.0903,0.0566,0.0,0.316,0.423,149.946,7q7RyjJSZjIHw1wU7bmJ0z,4
0.703,0.845,2,-3.82,0.0456,0.00166,0.0,0.16,0.606,116.028,16rn4UsqU9Gwy4nYOYgJtQ,4
0.902,0.77,1,-3.706,0.0516,0.252,0.0,0.0654,0.894,122.993,6glpcXkXExtumL9zGeK2uM,4
0.518,0.708,0,-4.389,0.0375,0.252,0.0,0.176,0.22,119.847,74KrjA5CWRr2elkzhJo6si,4
0.829,0.879,1,-4.942,0.0703,0.0279,1.56e-06,0.0814,0.65,116.003,7AYSLiGvyyPlZZ4Kxa44nZ,4
0.829,0.541,10,-7.602,0.0601,0.39,0.0,0.0979,0.41,89.995,67A5HpruURs2HzdC9wAN7F,4
0.755,0.942,1,-2.004,0.104,0.078,0.0,0.385,0.901,125.989,0Wjzv69qjjBq4apcPOlOB2,4
0.448,0.355,1,-7.665,0.0314,0.88,0.0,0.0996,0.221,119.859,0MMUVb6JJzOtMyTx9qrAjy,3
0.934,0.671,0,-7.253,0.0754,0.0464,0.0,0.085,0.869,96.371,2Tfv41qZ0U3ahZiKiDBa4a,4
0.549,0.977,1,-1.443,0.115,0.00735,0.0,0.0399,0.582,127.006,6fzJaYb6xprozFzFdqfI9s,4
0.682,0.737,1,-3.723,0.049,0.0406,0.0,0.0688,0.63,116.988,4Q4JDOphODwPg9QcFqiPyN,4
0.661,0.784,8,-3.729,0.0513,0.018,0.0837,0.0844,0.689,161.838,14Pn9Vd2GKwQrVYADgCZ5l,4
0.819,0.844,0,-3.739,0.038,0.00767,0.00834,0.056,0.687,127.997,26EM9sZnQkLLQxixGd88KE,4
0.747,0.772,9,-4.109,0.15,0.00406,0.0,0.0499,0.89,118.965,2vcQDCJ2u67N9wkV4B31Um,4
0.659,0.907,4,-4.525,0.0346,0.201,0.0,0.106,0.628,126.94,50JMmvCIMZCniuFeCOsRc4,4
0.742,0.944,5,-4.049,0.115,0.0152,0.000984,0.129,0.834,104.967,5FxdI27T3lOVPjLPFQHuTC,4
0.873,0.855,0,-3.708,0.144,0.0359,0.000126,0.0321,0.851,130.027,7nUxEJdRwUy2KSTxzO2zYM,4
0.749,0.923,1,-1.014,0.0277,0.292,0.0,0.111,0.727,99.975,2BQIMF7CyLe2xAKzh74A4C,4
0.679,0.938,0,-4.891,0.0646,0.0262,6.34e-06,0.959,0.46,115.01,3RYPF6Ejzo2BnymBkKmu45,4
0.667,0.772,8,-4.213,0.059,0.0548,0.0,0.0975,0.494,127.957,2OxINyqTtAuKmLE6Ki219o,4
0.865,0.913,1,-2.576,0.135,0.155,0.0,0.0593,0.447,127.973,02tK0ekgQFQD8oYXUJ9tby,4
0.782,0.813,8,-3.788,0.0384,0.00971,0.0,0.344,0.789,119.999,07BrAHEuDfgZ3mtHZyCa6u,4
0.632,0.801,7,-6.105,0.304,0.135,0.0,0.0876,0.749,171.977,6CtYW6EWGMbfe96eqwCThq,4
0.683,0.98,7,-1.493,0.0641,0.0754,4.92e-06,0.869,0.934,128.058,1uLBl4JvBl7bwSRkxmggkS,4
0.539,0.928,1,-2.772,0.06,0.0392,0.0,0.27,0.916,147.927,7nK4hyMZkGCOjEot2Tbz3p,4
0.76,0.843,9,-2.632,0.103,0.137,2.19e-06,0.7,0.757,122.988,7m48u7EC4gnCfAhwoLfbCE,4
0.62,0.789,9,-2.287,0.0795,0.0215,0.0,0.194,0.589,129.981,2hn0s9jTuO4GqVAZboT7w8,4
0.492,0.897,10,-3.912,0.0548,0.0255,3.5e-06,0.064,0.535,118.771,4VDY2adUsc1up1nitWztVg,4
0.64,0.937,1,-2.112,0.0839,0.0069,0.0,0.393,0.316,107.013,2sVtrcj32v3fR8mLjqWziv,4
0.713,0.864,10,-3.321,0.043,0.077,0.0,0.0905,0.759,137.956,3pnvvqhkOYq0kTgLaT4BCA,4
0.75,0.914,11,-1.819,0.0518,0.0323,0.0,0.107,0.866,125.034,7xAACq6jlGqXw4bNCTYcm6,4
0.68,0.91,0,-3.372,0.101,0.0154,0.0,0.106,0.941,125.015,46BXtEtAA4ScdKxy026cIY,4
0.633,0.725,7,-5.084,0.136,0.111,0.0,0.111,0.805,155.162,2FBNkgK3GbF2tVWxKNFRjX,4
0.593,0.933,6,-2.854,0.079,0.0547,8.82e-06,0.062,0.751,93.017,1X1Z8YnSOYkgzWBEYGoF2M,4
0.62,0.829,1,-5.511,0.0693,0.105,0.0,0.337,0.433,165.025,5GCixDdpW0HcfR8ewmOOcI,4
0.885,0.937,1,-0.678,0.0898,0.142,0.0,0.103,0.878,114.974,4sRQg2aoec0VIvQ7GZPGMy,4
0.826,0.49,9,-10.477,0.0676,0.00916,4.41e-06,0.0415,0.627,74.128,7yFvSYKk3g5g8e7Ffl16ws,4
0.811,0.428,7,-10.728,0.221,0.0122,0.317,0.344,0.653,80.962,0INtJm8gCJKtNaAYQNVlpZ,4
0.752,0.682,2,-7.425,0.178,0.244,0.00173,0.0842,0.778,77.966,5kHSFEtrXMjXnqSrgdg4bx,4
0.749,0.849,4,-5.761,0.0544,0.0299,0.000168,0.115,0.959,145.169,5uPYEStMW3KsXnnLV7iCTw,4
0.886,0.522,7,-7.971,0.173,0.0477,0.00108,0.207,0.79,82.439,34zWZOSpU2V1ab0PiZCcv4,4
0.758,0.786,4,-4.897,0.108,0.156,0.0,0.0658,0.786,83.495,5Wwr2S7QZTR5PVJn6jhgdk,4
0.683,0.653,9,-7.586,0.113,0.0326,8.42e-06,0.0578,0.501,143.224,0mD19MC6H0OzHvEUADHypU,4
0.586,0.663,4,-6.547,0.0825,0.161,0.0,0.198,0.693,170.743,4abVwdCy5QUcyI3KS2lMJK,4
0.766,0.525,6,-10.356,0.099,0.00839,0.0,0.055,0.864,122.452,4mPd1gJhgcYFRSJyoYAxE8,4
0.66,0.486,5,-11.969,0.189,0.186,0.00097,0.207,0.936,121.863,5ktLiFRny1waEnVkZNUa03,4
0.707,0.525,7,-7.356,0.302,0.017,0.000162,0.0771,0.476,200.753,1G88BbuMts7HC0nHGoHmhv,4
0.771,0.439,0,-5.835,0.1,0.974,0.000452,0.13,0.892,157.436,5zKlKlmfKl5xnALE2ZskEB,4
0.825,0.433,5,-13.085,0.337,0.0585,0.0,0.0618,0.687,127.686,0GGPUysb8GpCG76dQH63te,4
0.664,0.687,5,-6.172,0.173,0.00659,0.0,0.135,0.525,86.348,4o6ZuLYr04LqFQNiSGVK4u,4
0.863,0.457,6,-11.445,0.0601,0.0105,0.000774,0.0978,0.382,73.724,70idjVtmzhvE1tXgHYEF2y,4
0.707,0.716,10,-8.962,0.0879,0.057,4.25e-06,0.36,0.966,154.118,0czsQ1YOT71kdVfyFoTy3U,4
0.751,0.473,6,-10.641,0.242,0.0498,0.00133,0.0896,0.424,164.889,4czopM9AcLjrH4IunzRoBg,4
0.637,0.612,1,-7.298,0.0661,0.0314,0.000326,0.155,0.711,76.295,6O4FoKdYi42CFjfd0MM04n,4
0.775,0.652,4,-7.881,0.0583,0.149,0.18,0.0458,0.671,137.866,155vJ1VsYZ87Gldi1gNss8,4
0.654,0.612,2,-7.371,0.0469,0.485,4.08e-05,0.067,0.658,124.208,7BECNKQnIHCREUGA0Zty7g,4
0.701,0.784,0,-7.212,0.204,0.128,0.0,0.0713,0.712,145.249,605ZHoLZx7PtQ8fXgvN10K,4
0.746,0.582,9,-6.283,0.0394,0.12,2.44e-05,0.0831,0.914,113.058,4aCsgwFhbZ8CmYAotK7W2B,4
0.718,0.341,8,-10.771,0.106,0.513,0.943,0.126,0.487,159.054,0t0F3Qyt3kKFU7rGxKa02t,4
0.624,0.329,8,-16.005,0.143,0.43,0.000525,0.0798,0.915,175.024,78idK1ANg6tbO8d67GD09B,4
0.717,0.719,9,-3.166,0.0995,0.199,2.62e-06,0.195,0.766,84.623,1nsEptcDye2MUjMJQ1N5Rh,4
0.799,0.642,2,-7.889,0.129,0.138,0.0,0.0689,0.838,93.04,4B6mG7n0BxvasblplYkgV5,4
0.713,0.685,7,-8.663,0.142,0.0115,2.19e-05,0.122,0.685,172.957,2rbhnnqBoizShumb5Ul8oR,4
0.9,0.732,5,-7.659,0.0686,0.0113,0.000445,0.0445,0.962,138.83,0ee3Dr3rH7NSxOVcmlbsHJ,4
0.751,0.29,1,-9.524,0.161,0.901,0.000103,0.138,0.876,171.645,4y8vOLeFZGHSeG6yJOKGbW,4
0.777,0.418,8,-8.084,0.112,0.137,0.0106,0.263,0.606,73.282,2CFxgaypHjxdYWgfGFoDs0,4
0.893,0.544,0,-9.232,0.0381,0.439,0.000794,0.0485,0.967,108.761,6zN1eYnMZ80UHV3MLmHilT,4
0.816,0.523,0,-9.937,0.0586,0.618,0.411,0.0681,0.949,125.723,04cCYxaUC2LObYVTGlRYBX,4
0.78,0.342,7,-12.635,0.0355,0.25,3.1e-06,0.128,0.802,81.415,4lrwg5ZBwcyRQ92seMGhIf,4
0.897,0.685,9,-8.763,0.198,0.00403,0.0,0.0931,0.691,93.957,11hTfTUePHgMu4VpaNZ3Ir,4
0.844,0.835,9,-8.715,0.0593,0.0304,0.0119,0.105,0.895,91.559,4xJqi0uHh629XvW7WlKRxZ,4
0.874,0.451,1,-8.673,0.061,0.635,0.311,0.0937,0.616,78.335,2oU3L7aXP2ohVQBWMN71H9,4
0.777,0.458,11,-12.358,0.0841,0.265,0.00295,0.0423,0.961,99.05,26WPI2aksB9XdqmeLfca5z,4
0.805,0.288,4,-9.242,0.044,0.181,0.0095,0.115,0.256,79.948,09EE3t9STjdRARwhOTxwO4,4
0.786,0.663,1,-6.926,0.04,0.15,0.805,0.104,0.937,76.984,3wvj54RWGQIVlc3cgepoNs,4
0.785,0.517,4,-9.163,0.0802,0.675,0.0116,0.384,0.802,74.488,2M1ixmKMIyYQmt0w8B3BdX,4
0.611,0.784,6,-8.865,0.0809,0.121,0.00264,0.421,0.91,155.563,3CATV9Xarrz4sK5Audiq6r,4
0.903,0.696,0,-6.896,0.13,0.729,0.728,0.0545,0.902,106.268,1TnIDb52hYg5P5kHLUyTqX,4
0.654,0.346,1,-13.641,0.0482,0.241,0.0054,0.432,0.507,85.111,2wIOKiZfp8h9ROw3eBAfcc,4
0.562,0.452,7,-6.997,0.0694,0.282,0.000497,0.0812,0.723,198.16,0TzactgkoJSMMRVddb8aRK,4
0.571,0.371,10,-9.799,0.0348,0.321,0.00022,0.0583,0.789,176.814,4iI2N6gFBHWoV99d9q0clR,4
0.677,0.404,3,-10.414,0.0415,0.524,0.000273,0.2,0.397,152.191,7GUdxwA5wqhkJI5QaFynFn,4
0.929,0.327,0,-12.352,0.0881,0.172,0.0,0.137,0.96,99.244,5VOrFGEXCJMT5aiDL5Iiaa,4
0.857,0.786,0,-9.549,0.0387,0.374,0.955,0.0547,0.818,128.45,1Oeey02HNBNBirWvHstVS2,4
0.864,0.528,0,-8.645,0.106,0.376,0.776,0.31,0.81,121.753,1lUhuX9dXk4U1xSsx4p74z,4
0.632,0.757,7,-8.665,0.313,0.000635,0.0,0.102,0.89,169.943,2WoKCEasaj7751MbvYeEcx,4
0.593,0.686,5,-9.858,0.0427,1.97e-05,0.0,0.0801,0.588,145.465,1m8km5zdC0WDsdwKnCZ6sa,4
0.819,0.382,7,-10.301,0.0753,0.0992,0.413,0.0846,0.195,131.901,1S0ByRYztydxw1l4FEv0H4,4
0.82,0.603,6,-8.566,0.113,0.152,0.0,0.359,0.822,79.513,3R85E9l94NyQwqcEZcqnPv,4
0.851,0.603,6,-8.436,0.049,8.39e-05,0.0,0.115,0.89,125.243,7z9tKI5lpgMmvEsVpchGiz,4
0.902,0.568,0,-9.344,0.107,0.0992,0.00717,0.122,0.734,130.303,37UsDnU8CMBbZ1bV1WZAkz,4
0.866,0.544,0,-10.88,0.0614,0.351,0.683,0.055,0.967,124.182,4JOhRev1re0tKTIDUiHWOn,4
0.657,0.457,9,-6.29,0.0553,0.052,0.000168,0.112,0.26,77.88,7EKP7Qa6F4GKtxxnlLLxnV,4
0.746,0.49,1,-9.007,0.214,6.3e-05,2.69e-05,0.144,0.829,143.368,208LH3OhnvwWjS5CYLi4Tu,4
0.762,0.6,9,-7.992,0.0351,0.00258,0.000461,0.276,0.827,143.216,0kEwYCc9znHQObgdUh6dGl,4
0.667,0.833,11,-8.788,0.0356,0.00747,0.00913,0.211,0.885,155.005,11nF2K1iXn9Ettln1Nc29b,4
0.85,0.432,10,-7.995,0.146,0.284,0.000838,0.256,0.634,77.052,74jDDWXiT7pPEjL7mBYrs3,4
0.593,0.367,7,-6.987,0.0428,0.162,0.878,0.202,0.904,170.846,55f5wRhUlYivT5RoFulIbl,4
0.73,0.584,7,-7.441,0.0486,0.0238,0.0798,0.107,0.414,83.769,50QPOvKYebMWt8EBckwSyl,4
0.707,0.279,1,-10.658,0.0382,0.661,0.00111,0.0992,0.749,82.086,2UOdR8zPhwqpyMmMKMPzzN,4
0.329,0.358,1,-11.556,0.0364,0.246,0.00125,0.117,0.929,203.547,3b2x5F6wXua5A2zXq4RuAA,4
0.736,0.435,3,-8.883,0.153,0.00118,0.0413,0.104,0.965,101.221,2JHyRO7aEJH0UXOjZQ7m0r,4
0.825,0.228,4,-9.346,0.267,0.152,0.00258,0.0977,0.764,86.168,04BTjbEcGVsfzRRPYHr7Y8,4
0.735,0.6,10,-6.007,0.161,0.278,0.0194,0.0902,0.826,165.49,34mK7IhVyT10qBzRv5IYSY,4
0.717,0.461,7,-9.817,0.0564,0.528,0.0137,0.0726,0.908,157.801,7hUrr2RkzJezvLFlq5YkZ8,4
0.846,0.598,1,-6.426,0.0844,0.244,0.00176,0.0713,0.843,81.534,4UOuXbLjyM85rk8uszZxnx,4
0.681,0.735,8,-5.742,0.146,0.486,0.194,0.17,0.884,170.097,1pTu7NhYatmXHmGxJjVw4w,4
0.781,0.481,11,-7.879,0.054,0.212,0.0,0.181,0.597,71.283,0Hu8gNKjd1WJRY3BFp8Vf7,4
0.877,0.4,10,-8.129,0.0811,0.671,1.21e-05,0.133,0.885,95.871,2oeYctBdUbqVJwI48kT7V3,4
0.835,0.619,7,-7.577,0.0527,0.664,0.861,0.194,0.8,160.616,0xnpRZaTwiMcJWL8Sv1U2R,4
0.673,0.346,0,-11.053,0.0428,0.286,0.0396,0.0994,0.469,85.128,7eArTFXshH2FuzC6ZptVlD,4
0.796,0.414,0,-9.676,0.0592,0.341,0.402,0.0631,0.8,93.195,0jr4UlOgvaKOGWIWXKu5RX,4
0.661,0.433,1,-9.963,0.134,0.184,0.0343,0.0731,0.604,166.517,4no5L40P5kscy5YwVlf3s3,3
0.841,0.351,10,-13.175,0.0549,0.476,1.64e-05,0.14,0.812,91.078,2JROlfSYAfoMYYOPfgOPbS,4
0.746,0.576,5,-4.507,0.0367,0.356,0.00698,0.326,0.919,80.645,33rdVmEEjh3wYWBWoFWvwi,4
0.817,0.469,0,-9.302,0.0337,0.114,0.000162,0.136,0.784,84.689,5UD98Sz4F4Jl2mtUsRPnxS,4
0.606,0.646,4,-8.244,0.0374,0.752,0.00143,0.125,0.759,79.05,4t5ARSYWg1wBOAXh6Yvr9g,4
0.682,0.678,7,-9.626,0.11,0.2,0.000163,0.109,0.517,175.18,0STIV4K7EZkp2YHAyyu5em,4
0.883,0.521,4,-6.845,0.309,0.229,0.0,0.0794,0.962,143.804,28auprp3b9yjwPYmUxFxkR,4
0.768,0.446,3,-6.876,0.0486,0.719,1.62e-05,0.114,0.895,87.938,2Q5lnX5AiN6P9TPbfYtsBB,4
0.52,0.309,7,-10.708,0.0308,0.247,0.0,0.0985,0.822,97.567,1GUcIBgJB2AX0Ex6J6SKXM,4
0.932,0.375,9,-11.135,0.144,0.0913,0.0521,0.0886,0.914,107.33,4gukGozFOurNmDXZzgQHaP,4
0.685,0.36,0,-9.572,0.0568,0.18,0.0,0.112,0.597,160.448,1q8gelFgFYUwoWpQV7WNCe,4
0.955,0.324,0,-15.105,0.211,0.181,0.05,0.0756,0.96,122.211,6aC8NTVpetj62Ajixqzlsb,4
0.722,0.605,5,-6.07,0.153,0.825,0.0178,0.248,0.709,165.998,7ixiCZEHWHc8FxaQXQh2P4,4
0.743,0.519,2,-7.969,0.171,0.534,3.34e-05,0.0917,0.641,83.323,5uhpcQw9HfN4TMmYaAgxmh,4
0.743,0.443,7,-11.808,0.0878,0.049,1.25e-05,0.131,0.467,84.159,41Z1gnggllzvu7qOWTaSTE,4
0.786,0.803,0,-6.59,0.205,0.0294,0.0,0.224,0.949,173.029,1nXTM2CVdaoCySSD5kgt3J,4
0.801,0.435,10,-9.33,0.0448,0.184,0.0,0.0904,0.953,146.459,6zsH33Xbm0gAtBTx9R2vP0,4
0.83,0.467,9,-10.936,0.0953,0.0551,1.64e-05,0.0662,0.837,140.569,4VC6Ihh1epJiQPiiMpJXDE,4
0.937,0.497,10,-9.487,0.088,0.542,0.0138,0.173,0.97,115.16,7fgWjudYcn1YXHETaz8Coh,4
0.576,0.529,5,-10.074,0.276,0.292,0.00214,0.0577,0.734,74.481,3B59dR6lPY1FKbBwsXbcON,4
0.883,0.733,11,-9.153,0.128,0.161,0.00026,0.334,0.946,95.107,1HGyhNaRUFEDBiVLbvtbL6,4
0.897,0.558,5,-7.616,0.0537,0.224,0.000447,0.0808,0.854,126.686,1RZ4boB60p2cIpv0CB38vB,4
0.791,0.499,8,-8.472,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,6XjDF6nds4DE2BBbagZol6,4
0.924,0.668,11,-6.795,0.0469,0.446,0.000594,0.0678,0.787,128.027,6WatFBLVB0x077xWeoVc2k,4
0.725,0.709,3,-5.017,0.129,0.321,0.000189,0.114,0.648,99.993,5bi0gh89wRuH2OgjdAKFsb,4
0.774,0.86,7,-2.888,0.13,0.131,0.0,0.116,0.446,100.019,7bywjHOc0wSjGGbj04XbVi,4
0.775,0.581,1,-3.621,0.108,0.617,8.33e-06,0.0957,0.658,104.977,1fTjqf10accJCDYstPwwZ6,4
0.807,0.874,1,-3.422,0.0566,0.0178,0.0,0.0768,0.855,93.023,2AhTzExaPgf9A8AXK2D2QW,4
0.739,0.79,7,-5.401,0.165,0.033,0.0,0.0596,0.629,168.963,10qhwiwVoeKVnF7mvr9Uqs,4
0.8,0.898,9,-2.838,0.109,0.321,0.0,0.121,0.422,97.99,2IdUuIfoOlVGRzfLWOs2YI,4
0.8,0.738,7,-4.26,0.0691,0.372,0.00877,0.19,0.267,103.008,7iUtQNMRB8ZkKC4AmEuCJC,4
0.778,0.765,4,-5.846,0.201,0.261,0.0,0.245,0.95,100.057,16BnEVem95wJmrflq2oYh1,4
0.798,0.797,11,-3.797,0.0471,0.382,0.00039,0.164,0.51,94.012,3GWUv0TDO5E3cHfsxYeptt,4
0.745,0.789,11,-1.821,0.173,0.259,0.0,0.319,0.728,178.096,5Ulsi8075EHzP2chQqbv86,4
0.763,0.626,5,-5.637,0.0433,0.0859,0.225,0.205,0.78,100.02,5Uptvz6j1sjDKxidAcnH2L,4
